OutreachAttempts,InitialContact,Title,SpendRatio,DealSize,LeadSource,ExistingCustomer,Region,CampaignMix,OppStatus
8,Yes,Executive,0.32,6100,Internet,No,Europe,Digital|Traditional|Trial,no
5,Yes,Manager,0.55,9400,Other,Yes,Europe,Traditional|Trial,yes
8,Yes,Executive,0.39,14600,Other,No,SE Asia,None,no
7,Yes,Other,0.51,8000,Walkin,No,Other,Trial,yes
2,No,Executive,0.46,11400,Other,No,SE Asia,None,no
8,No,Executive,0.28,13500,Phone,No,Australia,Traditional|Trial,yes
6,No,Executive,0.33,8500,Internet,Yes,Europe,None,no
5,No,Other,0.44,10900,Internet,Yes,Australia,Traditional|Trial,yes
6,No,Manager,0.46,12200,Phone,Yes,Other,Digital|Trial,no
6,Yes,Manager,0.2,10700,Walkin,Yes,Europe,Traditional|Trial,yes
2,No,Executive,0.44,12700,Internet,Yes,Europe,None,no
10,Yes,Executive,0.08,10800,Walkin,No,Americas,Digital|Trial,yes
9,No,Manager,0.34,6800,Internet,Yes,Australia,None,no
6,Yes,Other,0.3,6100,Phone,No,Other,Digital|Trial,yes
4,No,Other,0.47,13300,Internet,No,Europe,None,no
9,Yes,Other,0.38,12900,Phone,Yes,Other,Traditional|Trial,yes
7,No,Manager,0.5,8800,Other,No,Other,None,no
6,Yes,Executive,0.44,9600,Other,Yes,Australia,Digital|Trial,yes
5,No,Executive,0.45,15200,Internet,No,Europe,None,no
5,Yes,Manager,0.45,10000,Internet,Yes,Americas,Digital|Trial,yes
3,No,Other,0.4,11200,Walkin,No,Europe,None,no
8,Yes,Other,0.31,9200,Phone,Yes,Americas,Traditional|Trial,yes
4,No,Manager,0.2,11600,Walkin,No,Europe,None,no
9,Yes,Other,0.39,6800,Phone,No,Americas,Trial,yes
9,No,Manager,0.16,8500,Internet,No,Other,None,no
8,Yes,Executive,0.42,14700,Other,Yes,Australia,Traditional|Trial,yes
3,No,Other,0.31,13300,Other,No,Other,None,no
9,No,Manager,0.29,8600,Other,No,Europe,Trial,yes
4,Yes,Executive,0.22,7600,Internet,No,Europe,None,no
5,Yes,Other,0.3,5300,Phone,Yes,SE Asia,Traditional|Trial,yes
6,No,Manager,0.45,9600,Other,No,Other,Trial,no
8,Yes,Other,0.48,8100,Phone,Yes,Europe,Digital|Trial,yes
4,Yes,Manager,0.57,10500,Walkin,Yes,Australia,None,no
8,Yes,Executive,0.05,7500,Internet,Yes,Australia,Traditional,yes
2,No,Executive,0.5,9400,Other,Yes,Europe,Digital|Traditional|Trial,no
5,Yes,Executive,0.12,7500,Phone,No,Europe,Digital|Trial,yes
9,Yes,Manager,0.6,13700,Internet,No,Europe,None,no
10,Yes,Manager,0.55,7900,Phone,Yes,Europe,Traditional|Trial,yes
2,No,Other,0.47,7400,Phone,No,Australia,None,no
4,No,Executive,0.38,10300,Other,Yes,Europe,Traditional|Trial,yes
3,No,Manager,0.13,11700,Internet,Yes,Americas,None,no
9,Yes,Manager,0.18,8500,Walkin,Yes,Australia,Digital|Trial,yes
8,Yes,Executive,0.23,11100,Other,Yes,Australia,Trial,no
9,Yes,Manager,0.48,5200,Phone,Yes,Australia,Trial,yes
3,No,Executive,0.18,12600,Internet,No,Americas,None,no
10,Yes,Manager,0.16,7100,Internet,No,Australia,Trial,yes
9,Yes,Executive,0.19,12100,Walkin,Yes,SE Asia,None,no
7,Yes,Executive,0.11,14400,Phone,Yes,SE Asia,Trial,yes
6,Yes,Other,0.39,8300,Other,No,Other,None,no
10,Yes,Other,0.28,7100,Phone,Yes,Europe,Trial,yes
9,No,Executive,0.27,13900,Other,Yes,Australia,Trial,no
6,Yes,Executive,0.15,12300,Internet,No,Australia,Traditional|Trial,yes
3,No,Executive,0.52,13700,Internet,Yes,Americas,None,no
4,Yes,Manager,0.49,5300,Phone,No,Australia,Digital|Trial,yes
8,Yes,Other,0.34,10500,Internet,No,Other,None,no
6,Yes,Executive,0.11,10400,Walkin,No,SE Asia,Trial,yes
2,Yes,Manager,0.32,9100,Other,No,SE Asia,None,no
8,Yes,Executive,0.23,9400,Phone,No,Europe,Traditional|Trial,yes
2,Yes,Manager,0.4,8400,Phone,No,Americas,None,no
10,Yes,Executive,0.48,13600,Phone,Yes,Europe,Trial,yes
7,Yes,Executive,0.22,10900,Phone,Yes,Other,Trial,no
10,Yes,Manager,0.48,13600,Other,No,SE Asia,Digital|Traditional|Trial,yes
2,No,Other,0.38,8800,Walkin,No,Americas,None,no
7,Yes,Executive,0.35,6000,Phone,No,Europe,Digital|Trial,yes
4,Yes,Manager,0.24,11100,Other,No,Americas,None,no
5,Yes,Executive,0.42,6800,Walkin,Yes,Americas,Digital|Trial,yes
7,No,Executive,0.26,11000,Internet,No,SE Asia,None,no
7,Yes,Manager,0.35,6700,Internet,Yes,Americas,Digital|Traditional|Trial,yes
3,No,Executive,0.34,8700,Internet,No,Americas,None,no
4,No,Manager,0.3,9100,Walkin,Yes,Other,Traditional|Trial,yes
3,Yes,Manager,0.35,12600,Phone,No,Australia,None,no
8,No,Executive,0.23,13200,Walkin,Yes,Other,Trial,yes
4,No,Manager,0.13,11100,Other,Yes,Europe,None,no
6,Yes,Manager,0.1,10300,Other,Yes,Europe,Digital|Trial,yes
5,No,Executive,0.58,14900,Internet,No,Other,None,no
9,No,Other,0.15,13200,Walkin,Yes,Americas,Traditional|Trial,yes
5,Yes,Executive,0.51,8800,Internet,Yes,Americas,None,no
10,Yes,Manager,0.22,10300,Other,Yes,Other,Trial,yes
9,Yes,Executive,0.33,8800,Walkin,Yes,Australia,None,no
9,No,Executive,0.26,5400,Walkin,Yes,Australia,Digital|Traditional|Trial,yes
9,Yes,Manager,0.15,7500,Walkin,Yes,Other,None,no
8,Yes,Executive,0.41,5000,Phone,Yes,Americas,None,yes
5,No,Executive,0.17,9900,Internet,Yes,SE Asia,None,no
7,No,Other,0.19,5500,Phone,Yes,Americas,Trial,yes
5,Yes,Manager,0.5,7400,Internet,Yes,Other,None,no
6,Yes,Other,0.34,10100,Other,Yes,Americas,Trial,yes
9,No,Manager,0.47,14000,Phone,Yes,Australia,None,no
5,Yes,Manager,0.47,9700,Internet,No,SE Asia,Trial,yes
3,Yes,Manager,0.13,7200,Phone,No,SE Asia,None,no
5,Yes,Manager,0.35,14700,Phone,Yes,Australia,Digital,yes
5,Yes,Other,0.51,14000,Internet,No,Europe,Digital,no
9,No,Manager,0.13,9500,Internet,Yes,Americas,Traditional,yes
3,Yes,Other,0.24,12000,Walkin,Yes,Australia,Traditional,no
7,Yes,Executive,0.28,13800,Walkin,Yes,Europe,Digital|Traditional,yes
8,No,Executive,0.46,15600,Walkin,No,Other,None,no
7,Yes,Manager,0.15,14800,Phone,No,Australia,Digital|Traditional|Trial,yes
3,Yes,Manager,0.31,12000,Walkin,Yes,SE Asia,None,no
8,Yes,Other,0.39,10300,Phone,Yes,Europe,Digital|Traditional|Trial,yes
7,No,Executive,0.54,9100,Walkin,No,Americas,None,no
6,Yes,Executive,0.54,5200,Internet,No,Europe,Trial,yes
2,Yes,Manager,0.32,13600,Internet,Yes,Australia,None,no
10,Yes,Other,0.22,13700,Walkin,Yes,Australia,Trial,yes
2,Yes,Manager,0.21,11200,Other,No,SE Asia,None,no
10,Yes,Manager,0.45,7500,Phone,Yes,Americas,Traditional|Trial,yes
7,Yes,Manager,0.32,14200,Internet,No,Europe,None,no
4,Yes,Manager,0.49,6100,Internet,Yes,SE Asia,Digital|Trial,yes
7,No,Other,0.29,11100,Walkin,Yes,Americas,Trial,no
4,Yes,Executive,0.44,9300,Phone,Yes,Americas,Traditional|Trial,yes
3,Yes,Executive,0.54,11000,Other,Yes,Europe,None,no
8,Yes,Executive,0.47,9000,Other,No,SE Asia,Digital|Trial,yes
8,No,Executive,0.61,9500,Internet,Yes,Australia,Traditional|Trial,no
10,No,Manager,0.12,7200,Phone,Yes,Other,Trial,yes
2,Yes,Manager,0.61,15000,Internet,Yes,Europe,None,no
5,No,Other,0.12,11600,Walkin,No,Australia,Traditional|Trial,yes
6,Yes,Other,0.36,7800,Internet,Yes,Americas,None,no
8,Yes,Manager,0.51,14300,Walkin,Yes,Australia,Trial,yes
4,Yes,Manager,0.51,10800,Other,No,Australia,None,no
7,Yes,Executive,0.17,6900,Walkin,Yes,Australia,Trial,yes
8,Yes,Manager,0.4,14400,Internet,Yes,Americas,None,no
8,Yes,Other,0.11,12200,Phone,No,Australia,Digital|Trial,yes
4,Yes,Manager,0.24,15000,Walkin,No,SE Asia,Digital|Traditional,no
9,Yes,Manager,0.34,12600,Phone,Yes,SE Asia,Traditional,yes
3,No,Other,0.29,6200,Walkin,No,Australia,None,no
4,No,Manager,0.2,6600,Phone,Yes,Europe,Traditional|Trial,yes
2,No,Executive,0.41,6900,Internet,Yes,Australia,None,no
7,Yes,Executive,0.36,10100,Walkin,No,Australia,Traditional|Trial,yes
9,No,Manager,0.18,13800,Internet,No,Other,None,no
5,No,Other,0.3,9800,Walkin,Yes,Americas,Trial,yes
4,No,Other,0.21,15900,Internet,Yes,Other,None,no
7,No,Manager,0.25,7900,Phone,No,Other,Digital|Traditional,yes
8,No,Manager,0.37,9200,Walkin,No,Europe,None,no
4,No,Executive,0.48,5600,Phone,No,Americas,Digital,yes
5,No,Manager,0.57,15100,Phone,Yes,Europe,None,no
5,Yes,Manager,0.33,12100,Phone,Yes,Europe,Traditional,yes
8,Yes,Manager,0.34,8800,Internet,Yes,Americas,None,no
9,No,Executive,0.22,7900,Phone,No,Australia,Trial,yes
2,No,Manager,0.15,12900,Walkin,No,Australia,None,no
7,No,Executive,0.45,5100,Walkin,No,Australia,Traditional,yes
3,No,Executive,0.52,10800,Phone,No,Other,None,no
8,Yes,Other,0.37,12700,Walkin,Yes,Australia,Digital|Traditional,yes
5,No,Other,0.48,12500,Internet,No,Europe,None,no
9,Yes,Executive,0.29,6700,Phone,Yes,Europe,Traditional|Trial,yes
9,No,Executive,0.6,12100,Other,No,Europe,None,no
9,No,Executive,0.06,9100,Walkin,Yes,Europe,Digital|Traditional|Trial,yes
6,No,Executive,0.41,9900,Walkin,No,SE Asia,None,no
4,No,Other,0.27,8600,Other,Yes,Europe,Traditional,yes
9,No,Manager,0.37,8100,Walkin,No,Americas,None,no
10,Yes,Executive,0.37,13500,Other,No,Americas,Traditional|Trial,yes
8,No,Executive,0.31,14000,Internet,Yes,Europe,None,no
5,No,Other,0.1,9600,Phone,No,Europe,Digital|Trial,yes
2,Yes,Executive,0.38,15900,Phone,No,SE Asia,None,no
8,Yes,Executive,0.23,5900,Phone,Yes,Australia,Traditional|Trial,yes
7,Yes,Manager,0.34,8700,Internet,Yes,Australia,None,no
8,Yes,Manager,0.43,11500,Phone,No,Americas,Trial,yes
3,No,Manager,0.21,10300,Phone,Yes,SE Asia,None,no
7,No,Manager,0.44,5200,Phone,Yes,Americas,Digital|Trial,yes
7,No,Manager,0.48,6700,Internet,No,SE Asia,Digital|Trial,no
5,Yes,Executive,0.27,14500,Walkin,No,Americas,Digital,yes
9,No,Executive,0.62,11800,Walkin,No,Europe,None,no
4,Yes,Manager,0.17,5300,Walkin,Yes,SE Asia,Traditional|Trial,yes
8,No,Executive,0.47,13000,Other,No,SE Asia,None,no
9,Yes,Manager,0.39,8500,Internet,Yes,SE Asia,Trial,yes
8,No,Executive,0.31,6800,Phone,Yes,Americas,None,no
9,Yes,Executive,0.38,13900,Internet,Yes,Americas,Traditional|Trial,yes
2,No,Executive,0.18,11900,Phone,Yes,SE Asia,None,no
4,Yes,Manager,0.22,12800,Internet,Yes,Europe,Trial,yes
5,Yes,Manager,0.43,12800,Other,No,Americas,None,no
7,No,Executive,0.26,8300,Walkin,No,Europe,Digital|Trial,yes
9,No,Other,0.13,12300,Other,No,Americas,None,no
5,Yes,Manager,0.07,14400,Walkin,No,SE Asia,Traditional,yes
9,No,Other,0.54,14600,Internet,Yes,Europe,None,no
5,No,Executive,0.09,10000,Other,Yes,SE Asia,Digital|Trial,yes
5,Yes,Other,0.46,11400,Internet,No,Other,None,no
9,No,Other,0.52,14900,Walkin,Yes,Other,Trial,yes
3,No,Manager,0.34,9800,Walkin,No,Other,Digital|Traditional,no
6,No,Manager,0.25,10800,Other,Yes,Australia,Traditional,yes
2,No,Executive,0.55,10800,Phone,No,Europe,None,no
9,No,Other,0.51,11700,Phone,Yes,Australia,Trial,yes
3,Yes,Manager,0.6,15600,Walkin,Yes,Americas,None,no
10,No,Executive,0.54,10700,Walkin,No,Australia,Digital,yes
3,No,Manager,0.2,8100,Internet,Yes,Americas,None,no
4,No,Manager,0.24,5900,Walkin,No,Other,Digital|Trial,yes
6,No,Manager,0.21,9200,Internet,No,Australia,None,no
8,No,Executive,0.55,13500,Internet,Yes,Other,Traditional|Trial,yes
9,Yes,Manager,0.44,10700,Internet,Yes,Australia,Digital|Traditional,no
8,Yes,Manager,0.37,5800,Walkin,No,Americas,Traditional|Trial,yes
8,Yes,Other,0.26,15000,Internet,No,Europe,None,no
8,No,Executive,0.48,13700,Internet,No,Australia,Trial,yes
6,No,Executive,0.52,6100,Other,No,Europe,None,no
6,Yes,Other,0.53,6600,Walkin,No,Other,Trial,yes
2,Yes,Other,0.45,14300,Internet,Yes,Australia,None,no
4,No,Manager,0.27,9500,Other,Yes,Americas,Digital|Trial,yes
6,Yes,Other,0.52,12700,Internet,No,Europe,None,no
4,Yes,Other,0.55,6300,Phone,Yes,SE Asia,Digital|Trial,yes
2,Yes,Executive,0.22,7000,Other,Yes,Europe,None,no
5,No,Executive,0.19,11800,Phone,Yes,SE Asia,Digital|Traditional,yes
3,No,Manager,0.23,12800,Internet,No,SE Asia,None,no
8,Yes,Executive,0.43,8900,Walkin,No,Other,Digital|Trial,yes
2,No,Manager,0.31,11600,Phone,Yes,Americas,None,no
7,Yes,Executive,0.28,5100,Internet,No,Australia,Digital|Traditional|Trial,yes
5,No,Manager,0.31,15000,Internet,No,Other,None,no
5,Yes,Manager,0.43,6500,Phone,Yes,Europe,Traditional|Trial,yes
9,No,Executive,0.17,12600,Other,No,Europe,None,no
8,Yes,Manager,0.53,9700,Walkin,Yes,SE Asia,Digital|Trial,yes
3,Yes,Other,0.32,9900,Phone,Yes,Australia,None,no
5,Yes,Manager,0.12,5700,Walkin,Yes,Europe,Digital|Trial,yes
9,No,Executive,0.24,12500,Internet,No,Europe,None,no
8,No,Manager,0.17,5100,Other,No,SE Asia,Digital|Trial,yes
5,No,Manager,0.43,14000,Internet,No,Americas,None,no
10,No,Manager,0.19,13500,Internet,Yes,SE Asia,Digital|Trial,yes
2,No,Manager,0.26,11300,Internet,No,Europe,None,no
8,No,Manager,0.35,10300,Walkin,No,Other,Trial,yes
3,No,Executive,0.44,14300,Phone,No,Australia,None,no
10,Yes,Executive,0.28,11900,Other,Yes,Australia,Digital|Trial,yes
4,No,Executive,0.23,10400,Internet,No,Europe,None,no
4,Yes,Executive,0.45,11500,Internet,Yes,Europe,Traditional|Trial,yes
3,No,Manager,0.42,15900,Internet,No,Europe,None,no
6,No,Manager,0.16,13500,Walkin,Yes,Other,Traditional|Trial,yes
4,No,Other,0.18,7500,Walkin,No,Australia,Traditional|Trial,no
9,Yes,Manager,0.17,8300,Other,No,Other,Traditional|Trial,yes
2,No,Other,0.54,7700,Phone,No,Australia,Traditional,no
6,No,Other,0.43,13000,Other,Yes,Australia,Traditional|Trial,yes
2,No,Executive,0.14,14000,Phone,Yes,SE Asia,None,no
4,No,Executive,0.28,9400,Internet,Yes,Europe,Digital|Trial,yes
4,Yes,Manager,0.4,8700,Internet,Yes,Other,None,no
6,Yes,Other,0.1,10600,Other,No,Europe,Trial,yes
4,No,Executive,0.27,13800,Internet,No,Europe,None,no
8,No,Manager,0.3,7300,Phone,No,Americas,Digital,yes
3,No,Manager,0.51,14500,Walkin,Yes,Europe,None,no
7,Yes,Executive,0.2,6400,Phone,No,Americas,Digital|Trial,yes
7,No,Executive,0.59,7700,Other,Yes,Australia,None,no
10,No,Manager,0.25,8400,Internet,No,SE Asia,Trial,yes
3,Yes,Manager,0.43,13500,Other,No,Europe,Digital,no
9,Yes,Other,0.5,13400,Walkin,Yes,Other,None,yes
9,Yes,Executive,0.58,10200,Phone,Yes,Other,Digital|Trial,no
5,Yes,Manager,0.3,6700,Walkin,Yes,Australia,Traditional|Trial,yes
8,Yes,Manager,0.16,11100,Internet,Yes,Other,None,no
8,No,Other,0.54,7700,Phone,Yes,Australia,Digital|Trial,yes
4,Yes,Manager,0.25,6700,Walkin,No,Australia,None,no
9,No,Other,0.39,13000,Walkin,No,Australia,Trial,yes
2,No,Other,0.35,15600,Internet,Yes,Europe,None,no
7,Yes,Manager,0.22,7700,Phone,No,Europe,Digital|Trial,yes
9,No,Manager,0.53,11900,Internet,No,Australia,None,no
8,Yes,Executive,0.44,6100,Phone,No,Australia,Traditional,yes
2,No,Manager,0.59,14000,Internet,No,Other,None,no
4,Yes,Other,0.08,11900,Internet,Yes,Other,Traditional|Trial,yes
3,Yes,Executive,0.15,9100,Other,No,Other,None,no
7,Yes,Executive,0.42,14500,Other,Yes,Other,Traditional,yes
5,Yes,Manager,0.27,11200,Internet,No,Other,None,no
9,No,Executive,0.41,11700,Internet,Yes,Australia,Digital|Traditional,yes
9,No,Manager,0.21,12600,Walkin,No,SE Asia,None,no
5,No,Other,0.16,13600,Internet,No,Other,Digital|Trial,yes
6,No,Executive,0.14,7400,Internet,Yes,Australia,None,no
9,No,Manager,0.53,8600,Walkin,Yes,Americas,Digital,yes
2,No,Executive,0.26,15200,Phone,Yes,Australia,None,no
4,Yes,Manager,0.19,7000,Phone,Yes,Australia,Traditional,yes
9,No,Manager,0.46,14400,Phone,Yes,Europe,None,no
8,No,Executive,0.38,9200,Walkin,Yes,Europe,Digital|Traditional|Trial,yes
7,No,Executive,0.55,11100,Internet,No,Europe,None,no
7,No,Other,0.16,7800,Phone,Yes,Australia,Digital|Traditional|Trial,yes
3,Yes,Executive,0.42,15500,Internet,Yes,Americas,None,no
8,Yes,Other,0.43,5100,Walkin,No,Other,Digital|Traditional|Trial,yes
3,Yes,Executive,0.6,15900,Phone,Yes,Other,None,no
8,Yes,Manager,0.05,12600,Phone,Yes,Europe,Traditional|Trial,yes
8,No,Executive,0.29,9700,Internet,Yes,Other,None,no
10,Yes,Other,0.06,11500,Phone,No,Europe,Digital|Traditional,yes
8,No,Executive,0.41,11600,Internet,No,Australia,None,no
8,Yes,Other,0.54,10000,Internet,Yes,Americas,Trial,yes
2,Yes,Executive,0.62,7300,Phone,No,Europe,None,no
10,Yes,Other,0.1,6600,Walkin,Yes,Europe,Digital,yes
8,No,Manager,0.18,9100,Walkin,Yes,Americas,None,no
5,Yes,Executive,0.5,10900,Walkin,No,Americas,Digital|Traditional,yes
9,No,Executive,0.53,8800,Walkin,No,Americas,None,no
10,Yes,Executive,0.51,12200,Walkin,Yes,Australia,Digital,yes
5,Yes,Manager,0.21,6200,Internet,No,Europe,None,no
4,No,Other,0.35,9900,Phone,Yes,Americas,Traditional|Trial,yes
5,Yes,Other,0.25,7500,Other,No,Other,None,no
10,No,Manager,0.29,14900,Walkin,Yes,Americas,Trial,yes
6,Yes,Executive,0.19,6100,Walkin,No,Australia,None,no
7,No,Executive,0.05,13300,Other,Yes,Australia,Trial,yes
8,No,Other,0.58,9600,Other,Yes,Europe,None,no
10,Yes,Other,0.44,11200,Phone,No,Australia,Digital|Trial,yes
4,Yes,Manager,0.44,10200,Other,Yes,Americas,Digital|Trial,no
6,Yes,Executive,0.33,8800,Internet,No,SE Asia,Digital|Trial,yes
9,No,Manager,0.2,13600,Internet,No,Europe,None,no
9,Yes,Manager,0.2,14000,Phone,Yes,SE Asia,Digital|Trial,yes
5,Yes,Other,0.54,11600,Phone,No,Australia,None,no
4,Yes,Other,0.17,10500,Phone,Yes,Americas,Traditional,yes
8,Yes,Manager,0.32,10700,Other,No,Other,None,no
7,Yes,Manager,0.19,12900,Phone,No,Other,Digital|Trial,yes
2,Yes,Executive,0.17,15100,Phone,No,Other,Traditional,no
10,Yes,Executive,0.52,6900,Phone,No,Australia,Trial,yes
9,Yes,Manager,0.23,7400,Internet,No,Americas,None,no
7,No,Manager,0.22,11400,Other,No,Other,Trial,yes
5,No,Manager,0.43,6100,Internet,No,Other,None,no
8,No,Executive,0.19,14800,Phone,Yes,Americas,Trial,yes
8,Yes,Executive,0.38,7200,Walkin,Yes,Australia,Digital,no
10,Yes,Executive,0.34,6000,Phone,No,Australia,Trial,yes
4,Yes,Other,0.45,15600,Walkin,No,Australia,None,no
6,Yes,Executive,0.16,8500,Phone,No,Australia,Traditional|Trial,yes
4,No,Executive,0.41,15200,Internet,Yes,Europe,None,no
9,Yes,Executive,0.45,9900,Internet,Yes,Australia,Digital|Traditional,yes
5,No,Manager,0.3,15500,Other,Yes,Americas,None,no
5,Yes,Executive,0.22,14400,Phone,No,Europe,Traditional|Trial,yes
6,No,Other,0.24,15100,Internet,No,SE Asia,Digital|Trial,no
6,No,Other,0.44,6700,Other,Yes,Other,Trial,yes
4,No,Other,0.14,11100,Internet,No,Europe,None,no
6,No,Executive,0.43,7600,Other,Yes,Americas,Digital|Trial,yes
8,Yes,Executive,0.32,11700,Internet,Yes,Other,None,no
7,Yes,Executive,0.28,9700,Other,Yes,Other,Digital,yes
5,No,Manager,0.42,15900,Other,Yes,Americas,None,no
5,Yes,Other,0.09,14700,Internet,Yes,SE Asia,Digital,yes
9,Yes,Executive,0.35,11700,Other,No,SE Asia,None,no
8,No,Executive,0.38,6800,Phone,No,SE Asia,Traditional,yes
8,No,Executive,0.42,6600,Internet,No,Australia,None,no
9,No,Executive,0.39,11900,Internet,Yes,Europe,Digital|Trial,yes
7,Yes,Manager,0.35,7700,Internet,Yes,Americas,None,no
7,Yes,Manager,0.38,6900,Phone,Yes,Australia,Trial,yes
3,Yes,Manager,0.49,13700,Internet,Yes,Other,None,no
10,No,Executive,0.38,14000,Other,Yes,SE Asia,None,yes
5,No,Executive,0.57,12600,Other,No,Other,None,no
5,No,Executive,0.5,7200,Other,Yes,Europe,Digital|Traditional,yes
8,Yes,Other,0.51,7500,Other,Yes,Other,None,no
8,No,Executive,0.17,10800,Phone,No,Australia,Traditional|Trial,yes
2,Yes,Executive,0.4,7400,Other,No,Europe,None,no
5,No,Other,0.38,6800,Other,No,Australia,Traditional|Trial,yes
5,Yes,Executive,0.22,6900,Internet,No,Europe,None,no
8,Yes,Executive,0.11,6800,Internet,Yes,Americas,Digital|Trial,yes
7,No,Other,0.15,6200,Internet,No,Other,None,no
7,Yes,Manager,0.37,13500,Phone,Yes,Other,Digital|Trial,yes
6,No,Other,0.41,14600,Phone,No,Europe,None,no
7,No,Manager,0.3,10700,Internet,No,Europe,Digital|Trial,yes
5,Yes,Other,0.32,11300,Phone,No,SE Asia,Traditional|Trial,no
7,Yes,Manager,0.07,10800,Phone,Yes,SE Asia,Trial,yes
5,Yes,Manager,0.54,7400,Other,No,SE Asia,None,no
6,Yes,Executive,0.35,7400,Internet,Yes,SE Asia,Digital,yes
9,No,Manager,0.14,13800,Other,No,Australia,None,no
7,Yes,Other,0.13,7700,Phone,Yes,Americas,Digital,yes
9,No,Executive,0.57,13000,Other,Yes,Europe,Digital,no
8,No,Executive,0.43,13000,Walkin,No,Americas,Digital|Traditional,yes
4,No,Manager,0.34,9400,Internet,No,Americas,None,no
9,Yes,Executive,0.29,14200,Phone,No,Europe,Digital|Trial,yes
7,No,Other,0.17,6200,Internet,No,Europe,None,no
6,Yes,Executive,0.36,10300,Walkin,Yes,Australia,Trial,yes
9,No,Executive,0.57,13500,Internet,No,Europe,None,no
4,No,Executive,0.13,7600,Phone,Yes,Americas,Traditional|Trial,yes
8,No,Manager,0.5,13700,Phone,No,Americas,None,no
8,No,Manager,0.06,13600,Phone,Yes,Australia,Trial,yes
6,No,Manager,0.25,12000,Walkin,No,SE Asia,None,no
4,Yes,Manager,0.08,6600,Other,Yes,Other,Traditional|Trial,yes
9,No,Other,0.25,13300,Other,No,Europe,None,no
5,Yes,Executive,0.23,8800,Phone,Yes,Other,Traditional|Trial,yes
6,Yes,Other,0.35,14200,Other,No,Australia,None,no
10,No,Executive,0.16,11800,Phone,Yes,Americas,Trial,yes
6,Yes,Other,0.42,7700,Walkin,No,Australia,None,no
8,Yes,Manager,0.36,6100,Internet,Yes,Australia,Digital|Trial,yes
2,No,Executive,0.32,11700,Internet,No,Australia,None,no
5,No,Other,0.19,11300,Other,No,Europe,Digital|Traditional,yes
3,No,Other,0.14,8300,Phone,Yes,SE Asia,Traditional|Trial,no
4,No,Other,0.1,7300,Walkin,No,SE Asia,Traditional|Trial,yes
5,No,Executive,0.34,10200,Phone,No,Europe,None,no
10,No,Other,0.18,5100,Walkin,Yes,Australia,Trial,yes
7,No,Manager,0.27,7600,Other,No,Europe,None,no
10,Yes,Executive,0.43,9900,Phone,No,Europe,Digital|Trial,yes
7,Yes,Manager,0.4,9000,Walkin,Yes,Europe,Trial,no
10,Yes,Manager,0.5,8200,Walkin,Yes,Australia,None,yes
4,No,Manager,0.18,9500,Phone,Yes,Europe,None,no
4,Yes,Other,0.47,10300,Other,Yes,Other,Digital|Trial,yes
5,No,Executive,0.4,13900,Other,Yes,Europe,None,no
6,Yes,Other,0.54,12000,Phone,No,Other,Digital|Traditional|Trial,yes
9,Yes,Executive,0.27,15600,Internet,No,Other,None,no
7,Yes,Executive,0.07,11400,Phone,Yes,SE Asia,Trial,yes
3,No,Executive,0.39,11900,Internet,Yes,Americas,None,no
10,Yes,Executive,0.11,7400,Internet,Yes,Americas,Digital|Trial,yes
9,No,Manager,0.37,13700,Internet,No,Europe,None,no
6,Yes,Manager,0.19,7400,Walkin,No,Europe,Trial,yes
5,No,Manager,0.25,9700,Internet,No,Europe,Trial,no
8,No,Manager,0.06,6700,Phone,No,Europe,Digital|Traditional|Trial,yes
3,No,Other,0.4,13500,Internet,Yes,Europe,None,no
4,No,Manager,0.22,8400,Other,No,Europe,Traditional|Trial,yes
8,No,Manager,0.19,11100,Other,Yes,Other,None,no
7,Yes,Other,0.43,14600,Walkin,No,SE Asia,Traditional|Trial,yes
4,No,Manager,0.14,11200,Other,Yes,Australia,None,no
5,Yes,Executive,0.38,12900,Other,No,Americas,Digital|Trial,yes
2,Yes,Executive,0.14,12900,Walkin,No,Australia,None,no
9,No,Other,0.36,8200,Phone,Yes,Australia,Traditional|Trial,yes
2,No,Manager,0.13,13100,Internet,Yes,SE Asia,None,no
7,No,Other,0.49,13100,Phone,No,SE Asia,Digital,yes
6,Yes,Executive,0.57,14100,Phone,No,Americas,None,no
6,No,Manager,0.16,11000,Other,Yes,Americas,Trial,yes
7,Yes,Other,0.31,12300,Phone,No,Europe,None,no
6,No,Executive,0.13,14300,Other,Yes,Australia,Digital|Trial,yes
7,No,Manager,0.14,7000,Walkin,No,Other,None,no
6,No,Executive,0.38,8200,Internet,Yes,Other,Digital|Trial,yes
6,No,Manager,0.23,11700,Other,No,Americas,None,no
6,No,Executive,0.54,9700,Other,No,Other,Trial,yes
4,Yes,Executive,0.29,9700,Internet,No,SE Asia,Digital|Traditional|Trial,no
7,Yes,Executive,0.09,8300,Internet,Yes,Australia,Traditional,yes
2,No,Executive,0.52,7600,Internet,No,Europe,None,no
6,No,Executive,0.53,9100,Phone,No,Australia,Digital|Trial,yes
9,No,Manager,0.5,11000,Internet,No,Americas,Digital|Traditional|Trial,no
6,Yes,Executive,0.16,9000,Other,Yes,SE Asia,Traditional|Trial,yes
7,No,Other,0.22,11500,Internet,No,Europe,None,no
8,No,Executive,0.11,6300,Phone,No,Europe,Digital,yes
2,No,Other,0.17,9000,Internet,No,Europe,Traditional,no
10,Yes,Other,0.53,9400,Walkin,Yes,Australia,Trial,yes
